X,Y,ID,icon_url
34.35281,-11.97659,pp_0_1,./0.png
19.99977,-26.8518199999999,pp_0_10,./0.png
27.19343,-31.73913,pp_0_100,./0.png
28.60035,-31.47396,pp_0_101,./0.png
30.45766,-23.0452800000001,pp_0_102,./0.png
27.16437,-31.6214099999998,pp_0_103,./0.png
-12.6201,7.52003000000009,pp_0_104,./0.png
-7.76384400000001,4.47976199999975,pp_0_105,./0.png
29.80318,-23.9301999999999,pp_0_106,./0.png
29.64187,-23.0729299999998,pp_0_107,./0.png
6.74869300000001,7.84472799999941,pp_0_108,./0.png
28.14249,-32.33055,pp_0_109,./0.png
27.38521,-32.8656999999995,pp_0_11,./0.png
17.39568,-19.7172799999999,pp_0_110,./0.png
35.16289,-14.48001,pp_0_111,./0.png
14.86213,-6.31837699999984,pp_0_112,./0.png
-11.52371,10.11154,pp_0_113,./0.png
30.55129,-17.8363100000002,pp_0_114,./0.png
26.21,-29.1050000000001,pp_0_115,./0.png
27.79948,-26.0077599999999,pp_0_116,./0.png
27.15083,-25.57083,pp_0_117,./0.png
30.4988,-28.83964,pp_0_118,./0.png
-5.093029,35.45049,pp_0_119,./0.png
31.21217,-29.0871500000002,pp_0_12,./0.png
31.11937,-29.0639500000005,pp_0_120,./0.png
30.0752,-30.78327,pp_0_121,./0.png
47.13768,-21.3439,pp_0_122,./0.png
21.44549,-34.0491399999999,pp_0_123,./0.png
33.19411,0.409339800000136,pp_0_124,./0.png
30.59154,-28.2865800000001,pp_0_125,./0.png
47.41725,-18.6942800000001,pp_0_126,./0.png
9.700891,4.05066600000013,pp_0_127,./0.png
17.98429,-26.6469399999996,pp_0_128,./0.png
28.74708,-31.3253999999996,pp_0_129,./0.png
46.26981,-24.02857,pp_0_13,./0.png
27.68966,-32.1316300000001,pp_0_130,./0.png
36.43681,-6.31123999999996,pp_0_131,./0.png
18.12626,-22.3235499999999,pp_0_132,./0.png
46.26951,-20.5564000000002,pp_0_133,./0.png
31.30854,-28.7213099999999,pp_0_134,./0.png
27.2114,-31.9820999999998,pp_0_135,./0.png
31.49478,-8.793751,pp_0_136,./0.png
31.3212,-0.535494800000272,pp_0_137,./0.png
27.60694,-32.1730799999999,pp_0_138,./0.png
30.7895,-22.8747500000001,pp_0_139,./0.png
31.09439,-28.99435,pp_0_14,./0.png
31.91167,-28.8538900000005,pp_0_140,./0.png
28.85175,-31.1824799999999,pp_0_141,./0.png
32.77374,1.31350000000009,pp_0_142,./0.png
28.28417,-25.16286,pp_0_143,./0.png
10.21854,3.82997100000028,pp_0_144,./0.png
28.62891,-28.69764,pp_0_145,./0.png
16.05497,-17.2806399999999,pp_0_146,./0.png
16.84955,-26.5640400000001,pp_0_147,./0.png
-13.20319,8.44218100000015,pp_0_148,./0.png
2.753094,6.46317800000051,pp_0_149,./0.png
39.85099,-5.02502999999996,pp_0_15,./0.png
28.05118,-28.8783099999999,pp_0_150,./0.png
32.32549,31.2556199999999,pp_0_151,./0.png
-0.75958,5.26415000000047,pp_0_152,./0.png
29.88614,-24.4924999999999,pp_0_153,./0.png
19.8439,1.33801599999995,pp_0_154,./0.png
37.13191,-6.22239200000011,pp_0_155,./0.png
24.53259,-28.7754700000002,pp_0_156,./0.png
29.43907,-23.9624699999997,pp_0_157,./0.png
18.47549,-33.49473,pp_0_158,./0.png
47.41879,-20.2470700000003,pp_0_159,./0.png
30.75355,-30.1522200000002,pp_0_16,./0.png
32.11776,-4.65971599999998,pp_0_160,./0.png
10.13968,37.15212,pp_0_161,./0.png
25.65035,-32.1886199999999,pp_0_162,./0.png
8.7086,3.75510000000012,pp_0_163,./0.png
27.08778,-33.1969200000002,pp_0_164,./0.png
5.070352,7.70946199999987,pp_0_165,./0.png
15.11404,-13.6191400000001,pp_0_166,./0.png
27.14467,-21.0250799999999,pp_0_167,./0.png
28.74785,-30.57704,pp_0_168,./0.png
4.25,8.13299999999988,pp_0_169,./0.png
25.95786,-26.0074199999999,pp_0_17,./0.png
17.14178,-21.9245700000001,pp_0_170,./0.png
17.10033,-20.5463100000002,pp_0_171,./0.png
38.96988,-7.20300199999998,pp_0_172,./0.png
16.68064,-22.0592900000002,pp_0_173,./0.png
32.41132,25.47921,pp_0_174,./0.png
3.293021,6.893691,pp_0_175,./0.png
30.00005,-30.0342299999995,pp_0_176,./0.png
24.61549,-28.6822099999999,pp_0_177,./0.png
7.545136,4.55779399999983,pp_0_178,./0.png
27.84131,-29.0781899999999,pp_0_179,./0.png
22.15535,-34.2512199999999,pp_0_18,./0.png
9.869411,37.2796299999999,pp_0_180,./0.png
24.63304,-17.4362199999999,pp_0_181,./0.png
33.8563,-9.09687900000034,pp_0_182,./0.png
26.8675,-29.1697200000004,pp_0_183,./0.png
-15.76847,16.5004199999999,pp_0_184,./0.png
6.83602,5.93105999999959,pp_0_185,./0.png
31.58425,-27.67083,pp_0_186,./0.png
33.76746,-9.08642599999995,pp_0_187,./0.png
-13.26668,8.43533100000014,pp_0_188,./0.png
38.19521,-2.03301399999987,pp_0_189,./0.png
27.20497,-32.66095,pp_0_19,./0.png
5.601421,7.14719700000018,pp_0_190,./0.png
18.8672,-22.3753599999998,pp_0_191,./0.png
16.87235,-21.9971100000001,pp_0_192,./0.png
32.64241,-18.8181300000001,pp_0_193,./0.png
0.0679625,6.13065900000019,pp_0_194,./0.png
27.48154,-29.8905399999999,pp_0_195,./0.png
16.86255,-12.0262199999999,pp_0_196,./0.png
-8.33904000000001,33.3239599999998,pp_0_197,./0.png
15.31797,-4.29993999999993,pp_0_198,./0.png
24.94711,-33.90406,pp_0_199,./0.png
10.53474,-0.353249999999891,pp_0_2,./0.png
-16.91556,32.6756900000001,pp_0_20,./0.png
34.81795,-14.9739,pp_0_200,./0.png
-1.222249,5.88860000000005,pp_0_201,./0.png
-16.6839,13.3993700000006,pp_0_202,./0.png
6.85318,6.37048999999996,pp_0_203,./0.png
-1.86739,4.84947000000013,pp_0_204,./0.png
31.17164,-8.75019000000018,pp_0_205,./0.png
31.75892,-28.94928,pp_0_206,./0.png
28.31986,-25.2742200000002,pp_0_207,./0.png
25.44452,-24.5225500000001,pp_0_208,./0.png
47.59268,-18.4837999999995,pp_0_209,./0.png
30.01868,-28.0407799999999,pp_0_21,./0.png
27.10747,-33.3356100000001,pp_0_210,./0.png
38.73818,-10.6789500000001,pp_0_211,./0.png
30.54314,-28.8087300000001,pp_0_212,./0.png
39.26437,-6.30631499999991,pp_0_213,./0.png
30.81063,-29.0371799999999,pp_0_214,./0.png
31.09082,-29.2049300000002,pp_0_215,./0.png
19.93281,1.0712940000001,pp_0_216,./0.png
28.32176,-25.2142600000001,pp_0_217,./0.png
32.70852,-9.27252000000007,pp_0_218,./0.png
18.20605,-32.8159600000002,pp_0_219,./0.png
38.79969,16.0573900000002,pp_0_22,./0.png
31.01709,-26.2579499999999,pp_0_220,./0.png
16.35421,-21.2509900000003,pp_0_221,./0.png
30.42593,-28.50359,pp_0_222,./0.png
4.05272,36.52771,pp_0_223,./0.png
33.04626,0.366966199999809,pp_0_224,./0.png
19.82266,-34.6087399999998,pp_0_225,./0.png
-13.18124,8.46334300000003,pp_0_226,./0.png
-0.1350033,5.56749399999984,pp_0_227,./0.png
31.06333,-29.64778,pp_0_228,./0.png
26.80457,-31.8636600000001,pp_0_229,./0.png
30.74228,-27.8060200000001,pp_0_23,./0.png
-5.813559,35.7682800000002,pp_0_230,./0.png
27.5415,-25.8933699999999,pp_0_231,./0.png
-0.3544463,5.83617000000019,pp_0_232,./0.png
28.85115,-30.61276,pp_0_233,./0.png
18.6185,-24.8914700000002,pp_0_234,./0.png
30.27845,-30.0794400000002,pp_0_235,./0.png
-10.56743,6.21365300000001,pp_0_236,./0.png
21.54795,1.61955499999987,pp_0_237,./0.png
13.80727,-5.35286399999989,pp_0_238,./0.png
19.19053,-32.2978100000002,pp_0_239,./0.png
31.24062,30.20387,pp_0_24,./0.png
29.41319,29.94689,pp_0_240,./0.png
25.26317,-29.8552800000001,pp_0_241,./0.png
27.42586,-29.59786,pp_0_242,./0.png
28.43428,-32.0530400000002,pp_0_243,./0.png
32.77316,15.5704000000001,pp_0_244,./0.png
15.45782,-21.3805199999998,pp_0_245,./0.png
26.2257,-32.0087400000002,pp_0_246,./0.png
9.663608,4.12887000000002,pp_0_247,./0.png
27.64,-26.2618000000002,pp_0_248,./0.png
39.28668,15.6921500000001,pp_0_249,./0.png
38.44975,-5.11852399999992,pp_0_25,./0.png
48.34213,-21.2462300000001,pp_0_250,./0.png
27.50248,-30.1099200000002,pp_0_251,./0.png
47.12392,-21.0191399999999,pp_0_252,./0.png
47.36146,-24.2807100000001,pp_0_253,./0.png
32.51117,-0.279930699999797,pp_0_254,./0.png
28.72007,-23.0913700000002,pp_0_255,./0.png
34.63225,-15.7022400000001,pp_0_256,./0.png
38.79469,-4.95128099999988,pp_0_257,./0.png
16.17944,-9.13377099999983,pp_0_258,./0.png
19.1128,-33.1734799999999,pp_0_259,./0.png
20.90697,-11.7760000000002,pp_0_26,./0.png
20.51697,-33.31338,pp_0_260,./0.png
29.44194,-30.5463900000002,pp_0_261,./0.png
7.172808,7.97641499999995,pp_0_262,./0.png
28.5772,-24.5938899999999,pp_0_263,./0.png
28.724,-31.9520699999994,pp_0_264,./0.png
31.4215,-28.5740199999999,pp_0_265,./0.png
25.03312,-15.3394900000001,pp_0_266,./0.png
35.1054,-9.27979999999986,pp_0_267,./0.png
30.15431,-28.26303,pp_0_268,./0.png
39.56918,-4.05160899999993,pp_0_269,./0.png
47.7569,-19.0113400000001,pp_0_27,./0.png
-1.05741900000001,5.20300800000007,pp_0_270,./0.png
0.2563595,6.06932000000003,pp_0_271,./0.png
13.18118,32.89502,pp_0_272,./0.png
15.66082,-9.49680900000014,pp_0_273,./0.png
27.6738,-30.3788000000004,pp_0_274,./0.png
-1.498739,5.09225899999982,pp_0_275,./0.png
30.60589,-29.3175999999998,pp_0_276,./0.png
-5.71136,33.9661300000001,pp_0_277,./0.png
-0.63327,5.38604200000019,pp_0_278,./0.png
38.15185,-4.39206200000006,pp_0_279,./0.png
47.08576,-19.3753600000001,pp_0_28,./0.png
-7.61170699999999,4.39423499999999,pp_0_280,./0.png
47.53527,-18.8038499999999,pp_0_281,./0.png
30.86103,-29.4940099999995,pp_0_282,./0.png
39.68531,-4.06585999999985,pp_0_283,./0.png
-0.05744,5.60521999999986,pp_0_284,./0.png
-12.92702,7.90157899999992,pp_0_285,./0.png
27.16278,-30.6152799999997,pp_0_286,./0.png
-10.75332,6.39052699999996,pp_0_287,./0.png
12.51206,-6.1140199999999,pp_0_288,./0.png
31.12983,-29.2820599999999,pp_0_289,./0.png
3.017301,36.7903199999999,pp_0_29,./0.png
27.16252,-20.5848799999998,pp_0_290,./0.png
27.34904,-32.92661,pp_0_291,./0.png
30.98179,-29.66181,pp_0_292,./0.png
37.52911,-3.20156700000016,pp_0_293,./0.png
36.65768,-1.15982200000009,pp_0_294,./0.png
0.97649,5.90823000000011,pp_0_295,./0.png
30.17165,-30.5928300000002,pp_0_296,./0.png
25.60556,-33.9422200000001,pp_0_297,./0.png
28.7846,-23.9209899999998,pp_0_298,./0.png
23.24241,-33.8418799999998,pp_0_299,./0.png
13.41054,-5.47461999999999,pp_0_3,./0.png
46.98728,-25.0282600000001,pp_0_30,./0.png
35.31135,-15.9293399999999,pp_0_300,./0.png
26.8433,-23.8887200000001,pp_0_301,./0.png
